target,Fips,County,Emp-11-2017,Emp-11-2018,Emp-11-2019,Emp-11-2020,Emp-11-2021,Emp-21-2017,Emp-21-2018,Emp-21-2019,Emp-21-2020,Emp-21-2021,Emp-22-2017,Emp-22-2018,Emp-22-2019,Emp-22-2020,Emp-22-2021,Emp-23-2017,Emp-23-2018,Emp-23-2019,Emp-23-2020,Emp-23-2021,Emp-42-2017,Emp-42-2018,Emp-42-2019,Emp-42-2020,Emp-42-2021,Emp-51-2017,Emp-51-2018,Emp-51-2019,Emp-51-2020,Emp-51-2021,Emp-52-2017,Emp-52-2018,Emp-52-2019,Emp-52-2020,Emp-52-2021,Emp-53-2017,Emp-53-2018,Emp-53-2019,Emp-53-2020,Emp-53-2021,Emp-54-2017,Emp-54-2018,Emp-54-2019,Emp-54-2020,Emp-54-2021,Emp-55-2017,Emp-55-2018,Emp-55-2019,Emp-55-2020,Emp-55-2021,Emp-56-2017,Emp-56-2018,Emp-56-2019,Emp-56-2020,Emp-56-2021,Emp-61-2017,Emp-61-2018,Emp-61-2019,Emp-61-2020,Emp-61-2021,Emp-62-2017,Emp-62-2018,Emp-62-2019,Emp-62-2020,Emp-62-2021,Emp-71-2017,Emp-71-2018,Emp-71-2019,Emp-71-2020,Emp-71-2021,Emp-72-2017,Emp-72-2018,Emp-72-2019,Emp-72-2020,Emp-72-2021,Emp-81-2017,Emp-81-2018,Emp-81-2019,Emp-81-2020,Emp-81-2021,Emp-99-2018,Emp-99-2019,Emp-99-2020,Emp-99-2021,Est-11-2017,Est-11-2018,Est-11-2019,Est-11-2020,Est-11-2021,Est-21-2017,Est-21-2018,Est-21-2019,Est-21-2020,Est-21-2021,Est-22-2017,Est-22-2018,Est-22-2019,Est-22-2020,Est-22-2021,Est-23-2017,Est-23-2018,Est-23-2019,Est-23-2020,Est-23-2021,Est-42-2017,Est-42-2018,Est-42-2019,Est-42-2020,Est-42-2021,Est-51-2017,Est-51-2018,Est-51-2019,Est-51-2020,Est-51-2021,Est-52-2017,Est-52-2018,Est-52-2019,Est-52-2020,Est-52-2021,Est-53-2017,Est-53-2018,Est-53-2019,Est-53-2020,Est-53-2021,Est-54-2017,Est-54-2018,Est-54-2019,Est-54-2020,Est-54-2021,Est-55-2017,Est-55-2018,Est-55-2019,Est-55-2020,Est-55-2021,Est-56-2017,Est-56-2018,Est-56-2019,Est-56-2020,Est-56-2021,Est-61-2017,Est-61-2018,Est-61-2019,Est-61-2020,Est-61-2021,Est-62-2017,Est-62-2018,Est-62-2019,Est-62-2020,Est-62-2021,Est-71-2017,Est-71-2018,Est-71-2019,Est-71-2020,Est-71-2021,Est-72-2017,Est-72-2018,Est-72-2019,Est-72-2020,Est-72-2021,Est-81-2017,Est-81-2018,Est-81-2019,Est-81-2020,Est-81-2021,Est-99-2018,Est-99-2019,Est-99-2020,Est-99-2021,Km2-2017,Km2-2018,Km2-2019,Km2-2020,Km2-2021,Latitude-2017,Latitude-2018,Latitude-2019,Latitude-2020,Latitude-2021,Longitude-2017,Longitude-2018,Longitude-2019,Longitude-2020,Longitude-2021,Pay-11-2017,Pay-11-2018,Pay-11-2019,Pay-11-2020,Pay-11-2021,Pay-21-2017,Pay-21-2018,Pay-21-2019,Pay-21-2020,Pay-21-2021,Pay-22-2017,Pay-22-2018,Pay-22-2019,Pay-22-2020,Pay-22-2021,Pay-23-2017,Pay-23-2018,Pay-23-2019,Pay-23-2020,Pay-23-2021,Pay-42-2017,Pay-42-2018,Pay-42-2019,Pay-42-2020,Pay-42-2021,Pay-51-2017,Pay-51-2018,Pay-51-2019,Pay-51-2020,Pay-51-2021,Pay-52-2017,Pay-52-2018,Pay-52-2019,Pay-52-2020,Pay-52-2021,Pay-53-2017,Pay-53-2018,Pay-53-2019,Pay-53-2020,Pay-53-2021,Pay-54-2017,Pay-54-2018,Pay-54-2019,Pay-54-2020,Pay-54-2021,Pay-55-2017,Pay-55-2018,Pay-55-2019,Pay-55-2020,Pay-55-2021,Pay-56-2017,Pay-56-2018,Pay-56-2019,Pay-56-2020,Pay-56-2021,Pay-61-2017,Pay-61-2018,Pay-61-2019,Pay-61-2020,Pay-61-2021,Pay-62-2017,Pay-62-2018,Pay-62-2019,Pay-62-2020,Pay-62-2021,Pay-71-2017,Pay-71-2018,Pay-71-2019,Pay-71-2020,Pay-71-2021,Pay-72-2017,Pay-72-2018,Pay-72-2019,Pay-72-2020,Pay-72-2021,Pay-81-2017,Pay-81-2018,Pay-81-2019,Pay-81-2020,Pay-81-2021,Pay-99-2018,Pay-99-2019,Pay-99-2020,Pay-99-2021,PercentUrban-2017,PercentUrban-2018,PercentUrban-2019,PercentUrban-2020,PercentUrban-2021,Population-2017,Population-2018,Population-2019,Population-2020,Population-2021,UrbanDensity-2017,UrbanDensity-2018,UrbanDensity-2019,UrbanDensity-2020,UrbanDensity-2021
1.0,46125,Turner County,10.0,13.0,4.0,4.0,7.0,,,,,,18.0,19.0,20.0,18.0,18.0,132.0,143.0,121.0,168.0,153.0,84.0,93.0,118.0,109.0,116.0,21.0,19.0,16.0,15.0,16.0,86.0,94.0,85.0,88.0,92.0,0.0,60.0,60.0,57.0,54.0,37.0,36.0,25.0,18.0,21.0,,,,,,21.0,9.0,8.0,6.0,4.0,,,,,,293.0,323.0,320.0,333.0,317.0,,,,7.0,4.0,93.0,70.0,60.0,64.0,61.0,63.0,56.0,65.0,61.0,54.0,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,4.0,4.0,4.0,3.0,3.0,46.0,39.0,43.0,49.0,48.0,18.0,21.0,21.0,21.0,23.0,3.0,3.0,3.0,3.0,3.0,21.0,20.0,20.0,21.0,20.0,4.0,4.0,5.0,4.0,4.0,14.0,14.0,11.0,11.0,12.0,,,,,,5.0,5.0,5.0,4.0,3.0,,,,,,19.0,23.0,20.0,19.0,18.0,,,,4.0,4.0,18.0,15.0,15.0,15.0,15.0,31.0,30.0,30.0,32.0,34.0,,,,,1599.57,1599.57,1599.58,1599.54,1599.56,31.7,31.7,31.7,31.7,31.7,-83.62,-83.62,-83.62,-83.62,-83.62,307.0,184.0,164.0,165.0,201.0,,,,,,1500.0,1521.0,1599.0,1582.0,1641.0,5461.0,5306.0,5404.0,7147.0,6556.0,4762.0,5413.0,8006.0,6730.0,7604.0,830.0,771.0,665.0,669.0,729.0,5001.0,5417.0,5360.0,6019.0,6443.0,0.0,1839.0,2068.0,2552.0,3012.0,1519.0,1360.0,772.0,810.0,928.0,,,,,,269.0,256.0,144.0,126.0,107.0,,,,,,8013.0,9719.0,10170.0,10483.0,10104.0,,,,198.0,190.0,783.0,727.0,640.0,562.0,757.0,1273.0,1112.0,1315.0,1469.0,1559.0,,,,,0.0,0.0,0.0,0.0,0.0,8,8,8,8,9,0.0,0.0,0.0,0.0,0.0
1.0,46023,Charles Mix County,,,,,,,,,,,,,,,,139.0,137.0,129.0,149.0,149.0,181.0,171.0,152.0,136.0,140.0,11.0,17.0,14.0,17.0,9.0,111.0,113.0,118.0,106.0,106.0,8.0,6.0,6.0,5.0,5.0,42.0,47.0,47.0,47.0,53.0,,,,,,26.0,30.0,39.0,41.0,32.0,168.0,189.0,182.0,195.0,174.0,612.0,559.0,523.0,541.0,528.0,22.0,22.0,26.0,28.0,22.0,374.0,360.0,354.0,333.0,270.0,111.0,116.0,96.0,98.0,94.0,4.0,1.0,,,,,,,,,,,,,,,,,,29.0,31.0,32.0,32.0,30.0,17.0,18.0,19.0,18.0,20.0,4.0,4.0,4.0,4.0,3.0,22.0,23.0,24.0,23.0,23.0,5.0,5.0,5.0,6.0,5.0,11.0,11.0,12.0,13.0,15.0,,,,,,12.0,10.0,13.0,15.0,15.0,5.0,3.0,3.0,3.0,3.0,28.0,27.0,25.0,26.0,27.0,7.0,7.0,8.0,7.0,7.0,21.0,21.0,21.0,18.0,22.0,42.0,38.0,36.0,35.0,36.0,3.0,3.0,,,2979.35,2979.35,2979.35,2979.18,2979.4,43.23,43.23,43.23,43.23,43.23,-98.62,-98.62,-98.62,-98.62,-98.62,,,,,,,,,,,,,,,,5861.0,6166.0,6013.0,7152.0,7333.0,6563.0,6106.0,5988.0,6031.0,7141.0,435.0,481.0,414.0,348.0,134.0,4443.0,4873.0,5199.0,5101.0,5395.0,183.0,143.0,77.0,257.0,83.0,1325.0,1371.0,1445.0,1559.0,1813.0,,,,,,489.0,595.0,713.0,802.0,916.0,5085.0,5327.0,5287.0,5970.0,6662.0,16917.0,16700.0,17586.0,21626.0,23678.0,996.0,1049.0,1051.0,1026.0,1023.0,7012.0,7053.0,6874.0,4760.0,7037.0,2315.0,2241.0,2173.0,2296.0,2348.0,55.0,13.0,,,0.0,0.0,0.0,0.0,0.0,9,9,9,9,9,0.0,0.0,0.0,0.0,0.0
0.0,46061,Hanson County,,,,,,,,,,,,,,,,52.0,52.0,33.0,62.0,59.0,28.0,19.0,23.0,18.0,18.0,,,,,,30.0,28.0,29.0,31.0,28.0,,1.0,3.0,5.0,,6.0,8.0,11.0,9.0,10.0,,,,,,,,,,,,,,,,12.0,17.0,,16.0,15.0,,,,,,17.0,14.0,10.0,15.0,12.0,26.0,18.0,19.0,22.0,17.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,19.0,19.0,19.0,5.0,5.0,5.0,4.0,4.0,,,,,,7.0,7.0,8.0,7.0,8.0,,3.0,3.0,3.0,,6.0,7.0,7.0,5.0,7.0,,,,,,,,,,,,,,,,3.0,3.0,,3.0,3.0,,,,,,7.0,5.0,5.0,4.0,4.0,8.0,7.0,6.0,8.0,7.0,,,,,1127.69,1127.45,1127.39,1127.54,1127.4,43.66,43.66,43.66,43.66,43.66,-97.79,-97.79,-97.79,-97.79,-97.79,,,,,,,,,,,,,,,,1963.0,1985.0,1789.0,2553.0,2667.0,1427.0,1316.0,1923.0,1354.0,1583.0,,,,,,1174.0,1205.0,1255.0,1432.0,1499.0,,11.0,17.0,19.0,,196.0,366.0,372.0,496.0,539.0,,,,,,,,,,,,,,,,204.0,221.0,,344.0,403.0,,,,,,209.0,209.0,188.0,180.0,183.0,385.0,223.0,193.0,282.0,190.0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0
1.0,46013,Brown County,20.0,16.0,16.0,16.0,25.0,,,,,,109.0,107.0,106.0,104.0,106.0,781.0,751.0,727.0,722.0,771.0,1229.0,1214.0,1205.0,1142.0,1129.0,321.0,275.0,253.0,317.0,156.0,1036.0,1038.0,953.0,939.0,902.0,297.0,304.0,261.0,272.0,225.0,420.0,415.0,385.0,391.0,410.0,206.0,165.0,222.0,212.0,205.0,442.0,452.0,463.0,446.0,522.0,516.0,506.0,486.0,468.0,422.0,3247.0,3219.0,3165.0,3212.0,3004.0,354.0,364.0,362.0,372.0,371.0,2019.0,2066.0,2168.0,2121.0,1855.0,772.0,789.0,734.0,706.0,662.0,,,,,7.0,7.0,8.0,8.0,8.0,,,,,,7.0,7.0,7.0,7.0,7.0,163.0,158.0,147.0,154.0,150.0,89.0,90.0,89.0,86.0,87.0,21.0,19.0,18.0,15.0,15.0,103.0,106.0,104.0,105.0,100.0,62.0,62.0,64.0,62.0,62.0,71.0,71.0,70.0,75.0,79.0,8.0,5.0,5.0,5.0,4.0,67.0,62.0,65.0,60.0,71.0,8.0,10.0,11.0,12.0,11.0,110.0,111.0,109.0,123.0,118.0,42.0,39.0,37.0,38.0,40.0,102.0,109.0,111.0,116.0,106.0,136.0,138.0,137.0,133.0,135.0,,,,,4483.68,4483.68,4483.68,4483.71,4483.64,31.75,31.75,31.75,31.75,31.75,-98.99,-98.99,-98.99,-98.99,-98.99,675.0,746.0,747.0,838.0,841.0,,,,,,7906.0,7698.0,8153.0,8327.0,8827.0,42578.0,42780.0,42545.0,44014.0,43852.0,62412.0,62768.0,66284.0,66549.0,70641.0,12825.0,10175.0,8745.0,13876.0,8349.0,63592.0,66864.0,64508.0,70158.0,69017.0,11006.0,11174.0,12168.0,11354.0,10653.0,18612.0,19257.0,18380.0,21051.0,21714.0,20049.0,15408.0,20123.0,18532.0,19848.0,18633.0,15916.0,16583.0,15940.0,20084.0,11512.0,11526.0,11216.0,11111.0,10759.0,152782.0,154620.0,157439.0,162462.0,167289.0,5113.0,5200.0,5204.0,5328.0,6030.0,30449.0,32690.0,34633.0,30265.0,35284.0,17656.0,18154.0,18348.0,18783.0,19604.0,,,,,0.13,0.17,0.14,0.12,0.08,39,39,39,39,38,2.02,1.94,1.91,2.06,2.3
1.0,46091,Marshall County,,,,,,,,,,,,,,,,65.0,47.0,56.0,46.0,53.0,80.0,83.0,80.0,81.0,84.0,,,,,,46.0,40.0,47.0,48.0,43.0,,3.0,,6.0,8.0,25.0,29.0,29.0,22.0,26.0,,,,,,11.0,12.0,21.0,24.0,14.0,,,,,,174.0,170.0,206.0,287.0,207.0,,,,,,114.0,111.0,88.0,79.0,62.0,50.0,54.0,52.0,54.0,44.0,,,,,,,,,,,,,,,,,,,,20.0,18.0,19.0,17.0,18.0,12.0,13.0,14.0,13.0,14.0,,,,,,13.0,12.0,12.0,16.0,14.0,,3.0,,3.0,3.0,9.0,9.0,8.0,8.0,10.0,,,,,,7.0,9.0,8.0,9.0,8.0,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,14.0,15.0,14.0,13.0,8.0,17.0,18.0,19.0,18.0,17.0,,,,,2293.66,2293.66,2293.68,2293.76,2293.67,41.03,41.03,41.03,41.03,41.03,-89.3,-89.3,-89.3,-89.3,-89.3,,,,,,,,,,,,,,,,2080.0,2146.0,2278.0,2333.0,2601.0,3793.0,3893.0,3921.0,3978.0,4338.0,,,,,,1508.0,1649.0,1925.0,2459.0,2712.0,,83.0,,283.0,196.0,904.0,906.0,798.0,796.0,743.0,,,,,,510.0,600.0,895.0,895.0,959.0,,,,,,4392.0,4506.0,5459.0,10806.0,7411.0,,,,,,1220.0,1329.0,1049.0,837.0,921.0,1017.0,899.0,929.0,892.0,803.0,,,,,0.0,0.0,0.0,0.0,0.0,5,5,5,5,4,0.0,0.0,0.0,0.0,0.0
1.0,46101,Moody County,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,153.0,171.0,157.0,146.0,165.0,59.0,69.0,64.0,78.0,86.0,0.0,5.0,6.0,,,22.0,22.0,22.0,22.0,35.0,0.0,5.0,11.0,3.0,4.0,22.0,22.0,24.0,24.0,17.0,,,,,,28.0,27.0,16.0,17.0,22.0,,,,,,199.0,197.0,188.0,205.0,198.0,22.0,,,,,438.0,427.0,413.0,392.0,338.0,62.0,57.0,57.0,54.0,64.0,,,,,3.0,3.0,4.0,3.0,3.0,,,,,,,,,,,28.0,27.0,26.0,26.0,24.0,6.0,7.0,7.0,8.0,9.0,3.0,3.0,3.0,,,7.0,7.0,7.0,7.0,8.0,4.0,5.0,4.0,5.0,4.0,11.0,11.0,11.0,11.0,11.0,,,,,,6.0,6.0,5.0,5.0,6.0,,,,,,13.0,13.0,14.0,17.0,16.0,4.0,,,,,12.0,15.0,14.0,11.0,11.0,18.0,20.0,21.0,20.0,23.0,,,,,1348.92,1348.99,1348.91,1348.89,1349.02,44.0,44.0,44.0,44.0,44.0,-96.67,-96.67,-96.67,-96.67,-96.67,78.0,81.0,101.0,69.0,65.0,,,,,,,,,,,10412.0,11478.0,10175.0,11151.0,12491.0,3041.0,3210.0,3083.0,3354.0,4172.0,0.0,121.0,114.0,,,1094.0,1076.0,1118.0,967.0,934.0,0.0,148.0,36.0,36.0,90.0,474.0,515.0,634.0,593.0,613.0,,,,,,1005.0,963.0,723.0,755.0,840.0,,,,,,6212.0,5981.0,6559.0,8080.0,7707.0,770.0,,,,,8682.0,9220.0,8712.0,7611.0,9274.0,1075.0,1115.0,1128.0,1231.0,1306.0,,,,,0.0,0.0,0.0,0.0,0.0,6,7,7,7,6,0.0,0.0,0.0,0.0,0.0
1.0,46105,Perkins County,,,,,,,,,,,0.0,51.0,52.0,52.0,51.0,55.0,56.0,55.0,62.0,63.0,82.0,87.0,80.0,80.0,85.0,,,,,,51.0,49.0,49.0,49.0,51.0,,,,,,21.0,19.0,14.0,19.0,18.0,,,,,,11.0,13.0,13.0,13.0,9.0,,,,,,131.0,122.0,131.0,132.0,134.0,3.0,3.0,3.0,3.0,2.0,48.0,49.0,45.0,42.0,32.0,53.0,44.0,49.0,43.0,45.0,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,15.0,14.0,13.0,13.0,14.0,6.0,5.0,4.0,4.0,4.0,,,,,,13.0,12.0,11.0,11.0,12.0,,,,,,8.0,7.0,6.0,7.0,6.0,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,18.0,18.0,18.0,17.0,17.0,4.0,4.0,3.0,3.0,3.0,8.0,8.0,5.0,5.0,6.0,23.0,23.0,19.0,17.0,20.0,,,,,7485.21,7485.07,7485.07,7485.33,7484.88,40.85,40.85,40.85,40.85,40.85,-101.65,-101.65,-101.65,-101.65,-101.65,,,,,,,,,,,0.0,3939.0,4051.0,4273.0,4262.0,1899.0,1955.0,2006.0,2285.0,2275.0,3443.0,3141.0,2800.0,2895.0,3817.0,,,,,,1845.0,2042.0,2105.0,2240.0,2259.0,,,,,,556.0,536.0,514.0,566.0,603.0,,,,,,168.0,191.0,198.0,191.0,180.0,,,,,,4109.0,4098.0,4548.0,4792.0,5128.0,72.0,59.0,55.0,53.0,57.0,535.0,497.0,482.0,460.0,539.0,1324.0,1366.0,1333.0,1260.0,1407.0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0
1.0,46103,Pennington County,18.0,26.0,20.0,27.0,15.0,246.0,274.0,238.0,67.0,96.0,389.0,517.0,876.0,919.0,917.0,3987.0,3928.0,3756.0,4304.0,4229.0,1921.0,1901.0,1886.0,1964.0,1995.0,1141.0,1098.0,1019.0,900.0,893.0,2808.0,2634.0,2453.0,2267.0,1797.0,677.0,737.0,673.0,682.0,774.0,1936.0,1869.0,1854.0,1898.0,1845.0,614.0,433.0,426.0,392.0,398.0,1915.0,1912.0,2116.0,2060.0,2173.0,978.0,1007.0,766.0,692.0,530.0,10165.0,9967.0,9944.0,10639.0,10834.0,964.0,891.0,937.0,910.0,938.0,6904.0,6886.0,6793.0,7062.0,6720.0,2283.0,2393.0,2396.0,2365.0,2266.0,2.0,14.0,3.0,1.0,11.0,12.0,11.0,12.0,9.0,12.0,11.0,8.0,5.0,6.0,14.0,13.0,12.0,12.0,12.0,444.0,441.0,443.0,455.0,488.0,162.0,157.0,152.0,155.0,160.0,58.0,55.0,53.0,51.0,53.0,239.0,227.0,218.0,218.0,221.0,229.0,230.0,226.0,226.0,256.0,319.0,320.0,319.0,325.0,329.0,29.0,27.0,22.0,22.0,20.0,183.0,173.0,175.0,189.0,194.0,43.0,42.0,43.0,45.0,46.0,390.0,388.0,406.0,412.0,420.0,122.0,112.0,114.0,117.0,112.0,382.0,380.0,376.0,376.0,403.0,381.0,375.0,371.0,381.0,404.0,8.0,6.0,5.0,4.0,7212.57,7212.52,7212.48,7212.14,7212.52,48.05,48.05,48.05,48.05,48.05,-96.08,-96.08,-96.08,-96.08,-96.08,503.0,598.0,836.0,1068.0,1060.0,20272.0,21333.0,19222.0,4803.0,7367.0,50207.0,61626.0,106827.0,108308.0,107821.0,190555.0,188932.0,193642.0,232013.0,256947.0,99002.0,100207.0,105055.0,119216.0,138342.0,44512.0,46814.0,46303.0,40592.0,43180.0,147023.0,141832.0,133204.0,147164.0,134722.0,23774.0,26079.0,25176.0,25507.0,32018.0,100332.0,108387.0,107057.0,113771.0,105273.0,34324.0,18922.0,19545.0,20922.0,25031.0,64029.0,59657.0,61134.0,65003.0,75984.0,28150.0,23907.0,16215.0,15734.0,14804.0,531345.0,504660.0,539239.0,586044.0,651222.0,22821.0,21413.0,22830.0,22275.0,26224.0,131062.0,137152.0,141470.0,130950.0,168965.0,66210.0,69704.0,72609.0,71654.0,76718.0,163.0,215.0,185.0,106.0,0.15,0.17,0.17,0.21,0.18,108,109,111,113,109,2.25,2.17,2.12,2.12,2.02
1.0,46121,Todd County,,,,,,,,,,,,,,,,,,,,26.0,,,,26.0,34.0,18.0,20.0,,,,15.0,20.0,16.0,16.0,14.0,0.0,5.0,6.0,5.0,3.0,,,,,8.0,,,,,,,,,,,49.0,41.0,38.0,44.0,27.0,267.0,347.0,343.0,324.0,314.0,,,,,,,,,,,79.0,70.0,69.0,82.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,3.0,3.0,3.0,,,,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,,,,3.0,,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,5.0,7.0,7.0,8.0,8.0,,,,,,,,,,,8.0,8.0,6.0,6.0,7.0,,,,,3602.15,3602.15,3602.16,3602.14,3602.15,46.06,46.06,46.06,46.06,46.06,-94.89,-94.89,-94.89,-94.89,-94.89,,,,,,,,,,,,,,,,,,,,1163.0,,,,796.0,934.0,753.0,819.0,,,,494.0,565.0,552.0,537.0,376.0,0.0,194.0,164.0,217.0,233.0,,,,,510.0,,,,,,,,,,,799.0,810.0,874.0,916.0,1085.0,17357.0,19888.0,19909.0,20700.0,20565.0,,,,,,,,,,,2036.0,1987.0,2066.0,2176.0,2058.0,,,,,0.0,0.0,0.0,0.0,0.0,10,10,10,10,9,0.0,0.0,0.0,0.0,0.0
1.0,46097,Miner County,,,,,,,,,,,,,,,,24.0,23.0,27.0,29.0,28.0,42.0,40.0,43.0,41.0,37.0,,,,,,24.0,26.0,26.0,26.0,22.0,,,,,,22.0,19.0,,,,,,,,,,,,,,,,,,,124.0,134.0,119.0,136.0,135.0,,,,,,38.0,60.0,42.0,53.0,33.0,27.0,33.0,30.0,26.0,35.0,,,,,,,,,,,,,,,,,,,,5.0,8.0,8.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,,,,,,6.0,6.0,6.0,6.0,6.0,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,10.0,9.0,,,,,,10.0,11.0,11.0,11.0,11.0,12.0,12.0,10.0,10.0,9.0,,,,,1481.14,1481.16,1481.16,1481.29,1481.16,44.01,44.01,44.01,44.01,44.01,-97.6,-97.6,-97.6,-97.6,-97.6,,,,,,,,,,,,,,,,916.0,1151.0,1224.0,1260.0,1333.0,1914.0,2001.0,1973.0,2014.0,2013.0,,,,,,751.0,887.0,911.0,967.0,996.0,,,,,,454.0,510.0,,,,,,,,,,,,,,,,,,,3334.0,3166.0,3209.0,3649.0,3929.0,,,,,,442.0,494.0,475.0,330.0,361.0,835.0,1271.0,1523.0,1223.0,1413.0,,,,,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0
0.0,46127,Union County,,,,,,,,,,,32.0,36.0,31.0,36.0,29.0,378.0,409.0,374.0,404.0,423.0,851.0,933.0,948.0,1009.0,1002.0,0.0,52.0,55.0,54.0,53.0,1078.0,1059.0,1033.0,938.0,885.0,61.0,57.0,61.0,86.0,74.0,306.0,282.0,268.0,260.0,342.0,936.0,852.0,1174.0,865.0,1081.0,1203.0,507.0,361.0,315.0,282.0,27.0,26.0,31.0,58.0,60.0,1089.0,1123.0,1199.0,1179.0,1162.0,200.0,183.0,165.0,133.0,144.0,353.0,345.0,511.0,457.0,385.0,226.0,218.0,235.0,230.0,202.0,,,,,,,,,,,,,,,5.0,5.0,5.0,6.0,4.0,48.0,46.0,47.0,45.0,51.0,48.0,47.0,52.0,51.0,51.0,4.0,4.0,5.0,4.0,4.0,47.0,43.0,45.0,45.0,47.0,23.0,24.0,25.0,30.0,30.0,42.0,43.0,48.0,42.0,45.0,12.0,12.0,13.0,13.0,11.0,26.0,23.0,21.0,19.0,21.0,3.0,6.0,5.0,4.0,4.0,67.0,67.0,72.0,72.0,76.0,14.0,15.0,12.0,12.0,16.0,34.0,37.0,39.0,38.0,39.0,37.0,39.0,40.0,41.0,41.0,,,,,1209.77,1209.77,1209.77,1209.98,1209.94,37.46,37.46,37.46,37.46,37.46,-89.25,-89.25,-89.25,-89.25,-89.25,,,,,,,,,,,2387.0,2430.0,2283.0,2233.0,2238.0,19228.0,22128.0,22952.0,24408.0,28021.0,58026.0,61366.0,64825.0,66443.0,74062.0,0.0,2429.0,2449.0,2741.0,2435.0,47632.0,45981.0,48170.0,51859.0,57308.0,1937.0,2080.0,2428.0,4267.0,3171.0,17100.0,16013.0,16175.0,16851.0,20197.0,98962.0,99706.0,133418.0,103072.0,138876.0,29239.0,20270.0,19433.0,19348.0,18699.0,109.0,172.0,265.0,273.0,353.0,64335.0,68387.0,72854.0,73567.0,82264.0,3730.0,3801.0,3786.0,2629.0,4680.0,5034.0,5154.0,6415.0,5645.0,6735.0,4572.0,4589.0,5474.0,6455.0,5663.0,,,,,0.0,0.0,0.0,0.0,0.0,15,15,15,16,16,0.0,0.0,0.0,0.0,0.0
