target,Fips,County,Emp-11-2017,Emp-11-2018,Emp-11-2019,Emp-11-2020,Emp-11-2021,Emp-21-2017,Emp-21-2018,Emp-21-2019,Emp-21-2020,Emp-21-2021,Emp-22-2017,Emp-22-2018,Emp-22-2019,Emp-22-2020,Emp-22-2021,Emp-23-2017,Emp-23-2018,Emp-23-2019,Emp-23-2020,Emp-23-2021,Emp-42-2017,Emp-42-2018,Emp-42-2019,Emp-42-2020,Emp-42-2021,Emp-51-2017,Emp-51-2018,Emp-51-2019,Emp-51-2020,Emp-51-2021,Emp-52-2017,Emp-52-2018,Emp-52-2019,Emp-52-2020,Emp-52-2021,Emp-53-2017,Emp-53-2018,Emp-53-2019,Emp-53-2020,Emp-53-2021,Emp-54-2017,Emp-54-2018,Emp-54-2019,Emp-54-2020,Emp-54-2021,Emp-55-2017,Emp-55-2018,Emp-55-2019,Emp-55-2020,Emp-55-2021,Emp-56-2017,Emp-56-2018,Emp-56-2019,Emp-56-2020,Emp-56-2021,Emp-61-2017,Emp-61-2018,Emp-61-2019,Emp-61-2020,Emp-61-2021,Emp-62-2017,Emp-62-2018,Emp-62-2019,Emp-62-2020,Emp-62-2021,Emp-71-2017,Emp-71-2018,Emp-71-2019,Emp-71-2020,Emp-71-2021,Emp-72-2017,Emp-72-2018,Emp-72-2019,Emp-72-2020,Emp-72-2021,Emp-81-2017,Emp-81-2018,Emp-81-2019,Emp-81-2020,Emp-81-2021,Emp-99-2018,Emp-99-2019,Emp-99-2020,Emp-99-2021,Est-11-2017,Est-11-2018,Est-11-2019,Est-11-2020,Est-11-2021,Est-21-2017,Est-21-2018,Est-21-2019,Est-21-2020,Est-21-2021,Est-22-2017,Est-22-2018,Est-22-2019,Est-22-2020,Est-22-2021,Est-23-2017,Est-23-2018,Est-23-2019,Est-23-2020,Est-23-2021,Est-42-2017,Est-42-2018,Est-42-2019,Est-42-2020,Est-42-2021,Est-51-2017,Est-51-2018,Est-51-2019,Est-51-2020,Est-51-2021,Est-52-2017,Est-52-2018,Est-52-2019,Est-52-2020,Est-52-2021,Est-53-2017,Est-53-2018,Est-53-2019,Est-53-2020,Est-53-2021,Est-54-2017,Est-54-2018,Est-54-2019,Est-54-2020,Est-54-2021,Est-55-2017,Est-55-2018,Est-55-2019,Est-55-2020,Est-55-2021,Est-56-2017,Est-56-2018,Est-56-2019,Est-56-2020,Est-56-2021,Est-61-2017,Est-61-2018,Est-61-2019,Est-61-2020,Est-61-2021,Est-62-2017,Est-62-2018,Est-62-2019,Est-62-2020,Est-62-2021,Est-71-2017,Est-71-2018,Est-71-2019,Est-71-2020,Est-71-2021,Est-72-2017,Est-72-2018,Est-72-2019,Est-72-2020,Est-72-2021,Est-81-2017,Est-81-2018,Est-81-2019,Est-81-2020,Est-81-2021,Est-99-2018,Est-99-2019,Est-99-2020,Est-99-2021,Km2-2017,Km2-2018,Km2-2019,Km2-2020,Km2-2021,Latitude-2017,Latitude-2018,Latitude-2019,Latitude-2020,Latitude-2021,Longitude-2017,Longitude-2018,Longitude-2019,Longitude-2020,Longitude-2021,Pay-11-2017,Pay-11-2018,Pay-11-2019,Pay-11-2020,Pay-11-2021,Pay-21-2017,Pay-21-2018,Pay-21-2019,Pay-21-2020,Pay-21-2021,Pay-22-2017,Pay-22-2018,Pay-22-2019,Pay-22-2020,Pay-22-2021,Pay-23-2017,Pay-23-2018,Pay-23-2019,Pay-23-2020,Pay-23-2021,Pay-42-2017,Pay-42-2018,Pay-42-2019,Pay-42-2020,Pay-42-2021,Pay-51-2017,Pay-51-2018,Pay-51-2019,Pay-51-2020,Pay-51-2021,Pay-52-2017,Pay-52-2018,Pay-52-2019,Pay-52-2020,Pay-52-2021,Pay-53-2017,Pay-53-2018,Pay-53-2019,Pay-53-2020,Pay-53-2021,Pay-54-2017,Pay-54-2018,Pay-54-2019,Pay-54-2020,Pay-54-2021,Pay-55-2017,Pay-55-2018,Pay-55-2019,Pay-55-2020,Pay-55-2021,Pay-56-2017,Pay-56-2018,Pay-56-2019,Pay-56-2020,Pay-56-2021,Pay-61-2017,Pay-61-2018,Pay-61-2019,Pay-61-2020,Pay-61-2021,Pay-62-2017,Pay-62-2018,Pay-62-2019,Pay-62-2020,Pay-62-2021,Pay-71-2017,Pay-71-2018,Pay-71-2019,Pay-71-2020,Pay-71-2021,Pay-72-2017,Pay-72-2018,Pay-72-2019,Pay-72-2020,Pay-72-2021,Pay-81-2017,Pay-81-2018,Pay-81-2019,Pay-81-2020,Pay-81-2021,Pay-99-2018,Pay-99-2019,Pay-99-2020,Pay-99-2021,PercentUrban-2017,PercentUrban-2018,PercentUrban-2019,PercentUrban-2020,PercentUrban-2021,Population-2017,Population-2018,Population-2019,Population-2020,Population-2021,UrbanDensity-2017,UrbanDensity-2018,UrbanDensity-2019,UrbanDensity-2020,UrbanDensity-2021
1.0,46129,Walworth County,,,,,,,,,,,40.0,40.0,38.0,39.0,40.0,39.0,36.0,30.0,40.0,30.0,123.0,107.0,137.0,121.0,120.0,84.0,81.0,68.0,78.0,72.0,70.0,68.0,72.0,77.0,78.0,13.0,9.0,13.0,7.0,4.0,72.0,70.0,56.0,64.0,60.0,,,,,,52.0,54.0,57.0,43.0,46.0,,,,,,384.0,292.0,356.0,318.0,342.0,10.0,9.0,9.0,11.0,12.0,391.0,395.0,327.0,348.0,316.0,114.0,105.0,107.0,83.0,106.0,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,20.0,18.0,18.0,19.0,21.0,14.0,12.0,12.0,10.0,9.0,5.0,5.0,5.0,4.0,4.0,13.0,15.0,15.0,16.0,15.0,7.0,7.0,8.0,8.0,5.0,15.0,12.0,13.0,14.0,14.0,,,,,,10.0,9.0,6.0,6.0,6.0,,,,,,15.0,15.0,17.0,17.0,16.0,6.0,6.0,7.0,7.0,7.0,26.0,28.0,27.0,26.0,29.0,25.0,26.0,26.0,25.0,24.0,,,,,1928.53,1928.63,1928.63,1928.66,1928.62,42.67,42.67,42.67,42.67,42.67,-88.54,-88.54,-88.54,-88.54,-88.54,,,,,,,,,,,2935.0,3014.0,3031.0,3293.0,3260.0,1589.0,1233.0,1102.0,1261.0,1361.0,5512.0,4943.0,5227.0,4879.0,5111.0,1594.0,1500.0,1207.0,1289.0,1640.0,3415.0,3477.0,3692.0,4189.0,4683.0,93.0,91.0,169.0,52.0,80.0,2876.0,2296.0,2265.0,2361.0,2409.0,,,,,,1718.0,1825.0,1653.0,1373.0,1420.0,,,,,,13606.0,12948.0,14893.0,15151.0,15750.0,397.0,394.0,427.0,440.0,539.0,6823.0,6623.0,6451.0,6357.0,6600.0,2484.0,2548.0,2464.0,2455.0,2707.0,,,,,0.0,0.0,0.0,0.0,0.0,6,6,5,5,5,0.0,0.0,0.0,0.0,0.0
1.0,46037,Day County,9.0,8.0,6.0,11.0,7.0,,,,,,,,,,,53.0,57.0,43.0,45.0,57.0,145.0,141.0,150.0,139.0,134.0,10.0,13.0,,,9.0,51.0,54.0,48.0,48.0,51.0,3.0,5.0,4.0,10.0,9.0,29.0,33.0,35.0,30.0,43.0,,,,,,3.0,5.0,3.0,7.0,5.0,,,,,,302.0,285.0,286.0,282.0,283.0,,6.0,4.0,4.0,,168.0,180.0,167.0,147.0,143.0,57.0,48.0,48.0,58.0,45.0,,,,,4.0,3.0,5.0,5.0,4.0,,,,,,,,,,,21.0,20.0,23.0,21.0,25.0,14.0,12.0,14.0,15.0,15.0,3.0,3.0,,,3.0,14.0,16.0,17.0,16.0,15.0,3.0,4.0,6.0,5.0,7.0,9.0,10.0,9.0,10.0,12.0,,,,,,3.0,3.0,3.0,4.0,4.0,,,,,,18.0,19.0,19.0,18.0,20.0,,3.0,3.0,3.0,,20.0,23.0,23.0,24.0,23.0,24.0,24.0,25.0,23.0,24.0,,,,,2826.1,2826.05,2826.0,2825.97,2826.01,45.37,45.37,45.37,45.37,45.37,-97.62,-97.62,-97.62,-97.62,-97.62,162.0,63.0,127.0,465.0,315.0,,,,,,,,,,,3137.0,3404.0,3389.0,3564.0,4176.0,7131.0,7140.0,7392.0,7761.0,8249.0,363.0,334.0,,,413.0,2437.0,2561.0,2694.0,2546.0,3013.0,44.0,57.0,154.0,208.0,263.0,967.0,1000.0,981.0,1278.0,1531.0,,,,,,152.0,99.0,74.0,84.0,56.0,,,,,,8925.0,9093.0,9298.0,9872.0,10010.0,,149.0,146.0,141.0,,2218.0,2147.0,2109.0,1979.0,2139.0,915.0,1028.0,1085.0,1000.0,1099.0,,,,,0.0,0.0,0.0,0.0,0.0,6,6,5,5,5,0.0,0.0,0.0,0.0,0.0
1.0,46041,Dewey County,,,,,,,,,,,0.0,44.0,43.0,42.0,44.0,59.0,72.0,53.0,56.0,48.0,85.0,81.0,75.0,84.0,80.0,10.0,,,,,0.0,25.0,26.0,30.0,33.0,0.0,2.0,4.0,,,,,,,,,,,,,31.0,16.0,,,,,,,,,140.0,167.0,169.0,162.0,152.0,,,,,,11.0,12.0,8.0,24.0,18.0,43.0,53.0,52.0,46.0,48.0,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,14.0,13.0,12.0,12.0,16.0,4.0,4.0,4.0,5.0,6.0,3.0,,,,,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,,4.0,3.0,,,,,,,,,12.0,15.0,13.0,13.0,11.0,,,,,,4.0,3.0,7.0,6.0,6.0,14.0,16.0,14.0,13.0,13.0,,,,,6333.03,6333.1,6333.04,6333.19,6333.13,35.98,35.98,35.98,35.98,35.98,-98.98,-98.98,-98.98,-98.98,-98.98,,,,,,,,,,,0.0,2525.0,2520.0,2699.0,2686.0,2585.0,2552.0,2462.0,2573.0,2893.0,2419.0,2380.0,2235.0,3044.0,2695.0,105.0,,,,,0.0,2353.0,1866.0,1997.0,2112.0,0.0,47.0,44.0,,,,,,,,,,,,,347.0,319.0,,,,,,,,,7765.0,8399.0,8606.0,8737.0,8858.0,,,,,,136.0,144.0,175.0,158.0,274.0,1170.0,1477.0,1527.0,1599.0,1508.0,,,,,0.0,0.0,0.0,0.0,0.0,6,6,6,6,5,0.0,0.0,0.0,0.0,0.0
1.0,46043,Douglas County,,,,,,,,,,,,,,,,66.0,64.0,66.0,63.0,62.0,109.0,84.0,89.0,88.0,69.0,,,4.0,3.0,6.0,31.0,45.0,49.0,40.0,36.0,,,,,,11.0,12.0,12.0,8.0,9.0,,,,,,,,,,,,,,,,213.0,147.0,147.0,193.0,190.0,,,,,,13.0,23.0,22.0,26.0,22.0,51.0,60.0,52.0,56.0,52.0,,,,,,,,,,,,,,,,,,,,14.0,12.0,12.0,13.0,14.0,6.0,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,7.0,7.0,7.0,8.0,8.0,,,,,,6.0,6.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,6.0,5.0,5.0,5.0,6.0,,,,,,6.0,5.0,4.0,4.0,4.0,15.0,14.0,14.0,15.0,14.0,,,,,1123.0,1123.04,1123.0,1123.07,1123.0,39.76,39.76,39.76,39.76,39.76,-88.22,-88.22,-88.22,-88.22,-88.22,,,,,,,,,,,,,,,,3321.0,3190.0,3385.0,3374.0,3531.0,4916.0,4261.0,4195.0,4397.0,4511.0,,,111.0,153.0,170.0,1041.0,1263.0,1504.0,1609.0,1671.0,,,,,,239.0,257.0,335.0,347.0,256.0,,,,,,,,,,,,,,,,6877.0,5233.0,5916.0,7515.0,7146.0,,,,,,155.0,136.0,139.0,128.0,149.0,1079.0,1082.0,1131.0,1198.0,1110.0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0
1.0,46063,Harding County,,,,,,0.0,81.0,104.0,108.0,79.0,,,,,,78.0,96.0,98.0,106.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,93.0,99.0,84.0,80.0,69.0,,,,,,17.0,17.0,26.0,32.0,29.0,7.0,6.0,5.0,6.0,9.0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,9.0,10.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,6.0,7.0,8.0,8.0,6.0,,,,,,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,,,,,6935.23,6935.47,6935.47,6936.58,6935.23,45.55,45.55,45.55,45.55,45.55,-103.48,-103.48,-103.48,-103.48,-103.48,,,,,,0.0,8112.0,10067.0,8519.0,7905.0,,,,,,4327.0,4870.0,5395.0,5872.0,5216.0,,,,,,,,,,,,,,,,,,,,,,,,,753.0,,,,,,,,,,,,,,,,1658.0,1640.0,1628.0,1612.0,1489.0,,,,,,252.0,354.0,480.0,494.0,539.0,83.0,78.0,81.0,102.0,98.0,,,,,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1.0,46065,Hughes County,11.0,14.0,14.0,15.0,19.0,,,,,,17.0,18.0,18.0,,,361.0,358.0,366.0,378.0,453.0,279.0,250.0,245.0,257.0,241.0,179.0,146.0,131.0,114.0,98.0,558.0,547.0,503.0,474.0,540.0,59.0,49.0,50.0,44.0,52.0,345.0,334.0,331.0,336.0,313.0,,,,,,159.0,166.0,151.0,160.0,134.0,189.0,681.0,680.0,685.0,701.0,1604.0,1652.0,1061.0,1277.0,1118.0,166.0,177.0,200.0,195.0,187.0,830.0,930.0,868.0,948.0,946.0,411.0,406.0,416.0,416.0,361.0,2.0,,,,5.0,5.0,6.0,6.0,7.0,,,,,,3.0,4.0,3.0,,,82.0,78.0,76.0,77.0,80.0,31.0,29.0,28.0,27.0,25.0,19.0,20.0,19.0,15.0,15.0,52.0,51.0,47.0,48.0,51.0,29.0,27.0,27.0,26.0,23.0,56.0,54.0,50.0,52.0,53.0,,,,,,35.0,33.0,31.0,28.0,31.0,9.0,11.0,9.0,11.0,14.0,66.0,65.0,67.0,77.0,77.0,20.0,29.0,31.0,30.0,31.0,51.0,50.0,49.0,47.0,47.0,90.0,89.0,89.0,86.0,83.0,3.0,,,,2074.34,2074.38,2074.41,2074.32,2074.77,35.05,35.05,35.05,35.05,35.05,-96.27,-96.27,-96.27,-96.27,-96.27,521.0,598.0,707.0,817.0,880.0,,,,,,1413.0,1640.0,1484.0,,,14844.0,16711.0,17341.0,19973.0,20920.0,17201.0,15468.0,15899.0,16797.0,17668.0,4185.0,4497.0,3754.0,3454.0,4087.0,39007.0,38869.0,40532.0,42783.0,54274.0,1848.0,1606.0,1327.0,1688.0,1756.0,18497.0,19313.0,21729.0,21874.0,22068.0,,,,,,5105.0,5259.0,5710.0,5895.0,6006.0,5513.0,21591.0,21741.0,23331.0,24585.0,51817.0,55090.0,43012.0,66202.0,57088.0,2057.0,2384.0,3083.0,2629.0,3602.0,13729.0,14578.0,15306.0,13366.0,17435.0,15243.0,14699.0,15706.0,16521.0,16999.0,23.0,,,,0.13,0.14,0.1,0.1,0.11,18,18,18,18,18,1.99,2.11,2.02,1.86,1.94
1.0,46111,Sanborn County,,,,,,,,,,,,,,,,24.0,30.0,33.0,31.0,52.0,34.0,30.0,23.0,23.0,25.0,,40.0,,,,20.0,21.0,21.0,21.0,23.0,,,,,,21.0,20.0,24.0,24.0,28.0,,,,,,,,,,,,,,,,0.0,,58.0,63.0,67.0,,,,,,20.0,23.0,23.0,30.0,26.0,17.0,18.0,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,9.0,9.0,5.0,5.0,4.0,4.0,4.0,,3.0,,,,7.0,5.0,5.0,5.0,6.0,,,,,,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,3.0,,4.0,3.0,3.0,,,,,,5.0,4.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,,,,,1477.72,1477.69,1477.67,1477.65,1477.69,44.01,44.01,44.01,44.01,44.01,-98.08,-98.08,-98.08,-98.08,-98.08,,,,,,,,,,,,,,,,929.0,987.0,1469.0,1928.0,2239.0,1987.0,1886.0,1288.0,1279.0,1388.0,,2365.0,,,,809.0,896.0,903.0,898.0,1049.0,,,,,,547.0,745.0,826.0,754.0,762.0,,,,,,,,,,,,,,,,0.0,,1616.0,1922.0,2045.0,,,,,,193.0,230.0,241.0,228.0,288.0,195.0,338.0,368.0,486.0,655.0,,,,,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0
0.0,46109,Roberts County,,,,,,,,,,,,,,,,59.0,63.0,59.0,54.0,71.0,137.0,125.0,113.0,126.0,127.0,31.0,28.0,29.0,28.0,25.0,110.0,108.0,77.0,88.0,89.0,0.0,,,6.0,9.0,25.0,25.0,26.0,22.0,30.0,,,,,,3.0,3.0,2.0,0.0,9.0,,,,,,414.0,388.0,358.0,352.0,340.0,0.0,113.0,115.0,,78.0,141.0,155.0,163.0,143.0,166.0,118.0,86.0,86.0,84.0,86.0,,,,,,,,,,,,,,,,,,,,33.0,33.0,33.0,34.0,32.0,18.0,19.0,20.0,21.0,20.0,3.0,3.0,3.0,3.0,3.0,21.0,23.0,22.0,21.0,19.0,3.0,,,3.0,3.0,13.0,12.0,14.0,15.0,15.0,,,,,,4.0,3.0,4.0,3.0,4.0,,,,,,21.0,20.0,20.0,19.0,18.0,4.0,4.0,4.0,,3.0,19.0,19.0,21.0,17.0,18.0,28.0,27.0,28.0,27.0,28.0,,,,,2941.2,2941.2,2941.12,2941.17,2941.12,35.83,35.83,35.83,35.83,35.83,-100.81,-100.81,-100.81,-100.81,-100.81,,,,,,,,,,,,,,,,2981.0,3023.0,2986.0,2744.0,2998.0,6568.0,6321.0,6684.0,6405.0,6969.0,469.0,916.0,974.0,594.0,888.0,4108.0,4078.0,3321.0,3655.0,4119.0,0.0,,,176.0,234.0,958.0,848.0,986.0,1088.0,1148.0,,,,,,45.0,28.0,41.0,45.0,94.0,,,,,,14009.0,14677.0,14616.0,15178.0,15051.0,0.0,3073.0,3006.0,,3364.0,1513.0,1553.0,1692.0,1557.0,1937.0,2165.0,1796.0,1847.0,1814.0,2047.0,,,,,0.0,0.0,0.0,0.0,0.0,10,10,10,10,10,0.0,0.0,0.0,0.0,0.0
1.0,46059,Hand County,0.0,13.0,12.0,7.0,18.0,,,,,,43.0,41.0,41.0,40.0,41.0,14.0,13.0,13.0,15.0,20.0,139.0,136.0,125.0,122.0,132.0,,,,,,69.0,66.0,65.0,66.0,67.0,,,,,,240.0,201.0,150.0,141.0,126.0,,,,,,,,,,4.0,,,,,,207.0,210.0,196.0,213.0,200.0,15.0,9.0,7.0,9.0,5.0,84.0,81.0,76.0,88.0,77.0,46.0,50.0,41.0,42.0,47.0,,,,,3.0,4.0,3.0,4.0,4.0,,,,,,3.0,3.0,3.0,3.0,3.0,8.0,10.0,11.0,10.0,9.0,11.0,10.0,9.0,9.0,9.0,,,,,,11.0,11.0,10.0,10.0,11.0,,,,,,12.0,9.0,9.0,9.0,7.0,,,,,,,,,,3.0,,,,,,8.0,9.0,8.0,9.0,9.0,7.0,5.0,5.0,4.0,5.0,14.0,13.0,13.0,13.0,13.0,18.0,18.0,20.0,20.0,18.0,,,,,3730.05,3730.04,3730.04,3730.06,3730.04,44.54,44.54,44.54,44.54,44.54,-99.01,-99.01,-99.01,-99.01,-99.01,0.0,1050.0,729.0,665.0,894.0,,,,,,2501.0,2581.0,2629.0,2569.0,2689.0,589.0,647.0,617.0,701.0,712.0,6581.0,5124.0,5306.0,5233.0,5817.0,,,,,,4170.0,4148.0,4278.0,4778.0,5176.0,,,,,,9182.0,8671.0,5474.0,5659.0,5632.0,,,,,,,,,,137.0,,,,,,6083.0,6019.0,5701.0,7806.0,8480.0,130.0,112.0,103.0,120.0,119.0,851.0,850.0,788.0,919.0,1027.0,797.0,753.0,962.0,774.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0
0.0,46079,Lake County,,5.0,,,45.0,,,,,,,,,,,147.0,130.0,128.0,149.0,137.0,318.0,241.0,221.0,206.0,197.0,71.0,70.0,65.0,67.0,63.0,204.0,217.0,230.0,206.0,212.0,24.0,26.0,28.0,27.0,24.0,215.0,210.0,221.0,214.0,216.0,,,,,,95.0,96.0,89.0,96.0,68.0,,14.0,18.0,11.0,22.0,637.0,619.0,647.0,635.0,608.0,23.0,20.0,26.0,31.0,32.0,410.0,399.0,405.0,416.0,403.0,170.0,153.0,151.0,158.0,135.0,,,,,,3.0,,,4.0,,,,,,,,,,,46.0,46.0,44.0,44.0,44.0,23.0,20.0,19.0,19.0,19.0,6.0,7.0,7.0,7.0,8.0,27.0,30.0,30.0,29.0,29.0,12.0,14.0,13.0,11.0,10.0,43.0,42.0,38.0,36.0,32.0,,,,,,13.0,13.0,12.0,14.0,12.0,,3.0,3.0,3.0,4.0,29.0,28.0,30.0,30.0,33.0,7.0,8.0,10.0,9.0,9.0,32.0,37.0,38.0,37.0,35.0,37.0,39.0,37.0,37.0,34.0,,,,,1489.82,1489.82,1489.82,1489.68,1489.78,39.05,39.05,39.05,39.05,39.05,-122.78,-122.78,-122.78,-122.78,-122.78,,162.0,,,2017.0,,,,,,,,,,,7367.0,6797.0,7000.0,8110.0,7416.0,16389.0,14088.0,13338.0,13330.0,14818.0,2136.0,2088.0,2033.0,1781.0,2079.0,11970.0,10159.0,10658.0,10403.0,11723.0,475.0,504.0,497.0,484.0,554.0,9200.0,11424.0,11452.0,11872.0,13389.0,,,,,,2377.0,2331.0,2710.0,2296.0,1978.0,,349.0,383.0,401.0,863.0,23539.0,24030.0,24316.0,25463.0,26926.0,540.0,675.0,749.0,864.0,934.0,4839.0,4718.0,5318.0,5283.0,6133.0,3611.0,3661.0,3833.0,3841.0,3776.0,,,,,0.0,0.0,0.0,0.0,0.0,12,13,13,13,11,0.0,0.0,0.0,0.0,0.0
0.0,46083,Lincoln County,7.0,6.0,6.0,,,,,,,,39.0,42.0,45.0,43.0,43.0,1899.0,1945.0,2013.0,2072.0,2241.0,621.0,661.0,683.0,681.0,724.0,251.0,241.0,220.0,230.0,232.0,2251.0,2049.0,2094.0,2346.0,2482.0,482.0,482.0,461.0,496.0,468.0,942.0,1061.0,1169.0,1033.0,1072.0,0.0,1501.0,1555.0,1649.0,1661.0,995.0,1011.0,1017.0,1278.0,1395.0,297.0,313.0,342.0,412.0,522.0,3395.0,3534.0,3723.0,3954.0,5080.0,391.0,454.0,456.0,496.0,382.0,1467.0,1483.0,1502.0,1610.0,1546.0,775.0,832.0,836.0,934.0,1037.0,4.0,7.0,,,3.0,3.0,4.0,,,,,,,,4.0,4.0,5.0,6.0,6.0,295.0,293.0,296.0,310.0,332.0,77.0,80.0,75.0,81.0,87.0,19.0,20.0,18.0,17.0,20.0,177.0,179.0,187.0,187.0,203.0,93.0,93.0,90.0,94.0,106.0,143.0,147.0,156.0,150.0,161.0,8.0,8.0,10.0,7.0,13.0,85.0,94.0,96.0,106.0,115.0,12.0,14.0,18.0,18.0,21.0,172.0,183.0,187.0,202.0,214.0,39.0,41.0,44.0,43.0,47.0,79.0,84.0,84.0,84.0,98.0,165.0,166.0,161.0,161.0,170.0,4.0,4.0,,,1496.94,1496.94,1496.94,1497.0,1497.04,35.49,35.49,35.49,35.49,35.49,-81.21,-81.21,-81.21,-81.21,-81.21,239.0,211.0,264.0,,,,,,,,2842.0,3027.0,3384.0,4113.0,4720.0,101807.0,109747.0,121087.0,129328.0,142967.0,36092.0,36938.0,38881.0,39239.0,44293.0,11545.0,10806.0,9603.0,11018.0,12955.0,153820.0,149329.0,163359.0,184508.0,231253.0,17917.0,19161.0,20267.0,22173.0,20119.0,58452.0,75520.0,90176.0,79646.0,85660.0,0.0,113285.0,119670.0,134548.0,126255.0,42687.0,51518.0,59001.0,62434.0,92435.0,6015.0,6719.0,7376.0,9002.0,10279.0,154356.0,165265.0,176350.0,216925.0,322138.0,5040.0,4833.0,5124.0,4625.0,5733.0,23009.0,24115.0,24990.0,23761.0,30338.0,22048.0,22231.0,23626.0,26256.0,35835.0,57.0,36.0,,,0.09,0.09,0.09,0.14,0.33,53,55,57,59,63,2.19,2.16,1.97,2.28,2.17
0.0,46081,Lawrence County,32.0,30.0,42.0,32.0,32.0,0.0,234.0,244.0,279.0,290.0,0.0,24.0,23.0,25.0,22.0,547.0,613.0,658.0,672.0,770.0,136.0,111.0,117.0,109.0,109.0,129.0,167.0,159.0,135.0,113.0,281.0,286.0,277.0,289.0,284.0,183.0,161.0,170.0,181.0,201.0,260.0,313.0,293.0,324.0,376.0,72.0,64.0,73.0,57.0,36.0,260.0,220.0,232.0,249.0,245.0,53.0,47.0,28.0,47.0,28.0,1514.0,1704.0,1648.0,1615.0,1587.0,817.0,660.0,558.0,576.0,589.0,2706.0,2896.0,3015.0,3107.0,2891.0,387.0,415.0,424.0,467.0,462.0,,4.0,3.0,,14.0,14.0,15.0,13.0,15.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,153.0,146.0,149.0,158.0,176.0,21.0,24.0,22.0,21.0,22.0,20.0,18.0,19.0,16.0,14.0,54.0,53.0,57.0,56.0,55.0,65.0,62.0,70.0,74.0,81.0,81.0,84.0,80.0,82.0,85.0,7.0,7.0,6.0,4.0,4.0,43.0,45.0,45.0,48.0,58.0,11.0,11.0,10.0,11.0,9.0,89.0,89.0,91.0,97.0,98.0,30.0,32.0,29.0,31.0,35.0,133.0,140.0,144.0,144.0,150.0,99.0,102.0,111.0,113.0,116.0,,6.0,4.0,,2071.91,2071.97,2071.95,2072.2,2071.99,41.0,41.0,41.0,41.0,41.0,-80.35,-80.35,-80.35,-80.35,-80.35,1410.0,1192.0,1283.0,1164.0,1414.0,0.0,16927.0,17156.0,20215.0,25024.0,0.0,2154.0,2185.0,2174.0,2102.0,24056.0,27440.0,30839.0,35339.0,34202.0,3327.0,3508.0,3453.0,3316.0,4588.0,2509.0,4219.0,4162.0,3936.0,4220.0,14984.0,16311.0,15534.0,18494.0,19776.0,5067.0,5411.0,5789.0,6727.0,7308.0,13328.0,14311.0,15611.0,17830.0,22670.0,5466.0,6402.0,7728.0,6053.0,1834.0,5756.0,6755.0,7996.0,8792.0,8147.0,682.0,502.0,452.0,549.0,482.0,68766.0,74351.0,76518.0,75287.0,86597.0,15445.0,12363.0,12164.0,11861.0,15347.0,55286.0,61742.0,64672.0,60781.0,75134.0,9947.0,10702.0,11421.0,12158.0,12842.0,,136.0,61.0,,0.0,0.0,0.0,0.0,0.0,25,25,25,26,26,0.0,0.0,0.0,0.0,0.0
